x,y,layer1,layer2,voltage1,voltage2,current
2212.8,-5466.95,TOP_LAYER,BOTTOM_LAYER,0.00128763,0.00126994,0.0180223
2212.8,-4679.55,TOP_LAYER,BOTTOM_LAYER,0.000988429,0.000896216,0.093965
2212.8,-3104.75,TOP_LAYER,BOTTOM_LAYER,0.00264417,0.0024363,0.21182
2212.8,-2317.35,TOP_LAYER,BOTTOM_LAYER,0.00361902,0.00356073,0.0593973
2212.8,-1529.94,TOP_LAYER,BOTTOM_LAYER,0.00395413,0.00399018,-0.0367355
2212.8,-742.543,TOP_LAYER,BOTTOM_LAYER,0.00414945,0.00414868,0.000788504
2390.76,-3446.52,TOP_LAYER,BOTTOM_LAYER,0.00202632,0.00210822,-0.12646
2390.76,-2746.52,TOP_LAYER,BOTTOM_LAYER,0.00295863,0.00310108,-0.219956
2409.65,-5073.25,TOP_LAYER,BOTTOM_LAYER,0.00114173,0.00110219,0.0402916
2409.65,-4285.85,TOP_LAYER,BOTTOM_LAYER,0.00135506,0.00148287,-0.130246
2409.65,-3498.45,TOP_LAYER,BOTTOM_LAYER,0.00200951,0.00210512,-0.0974258
2409.65,-1923.65,TOP_LAYER,BOTTOM_LAYER,0.00379836,0.00385958,-0.062388
2409.65,-1136.24,TOP_LAYER,BOTTOM_LAYER,0.00399446,0.00401123,-0.017097
2604.37,-3345.13,TOP_LAYER,BOTTOM_LAYER,0.00219751,0.002211,-0.0184814
2604.37,-2645.13,TOP_LAYER,BOTTOM_LAYER,0.00301174,0.00304435,-0.0446498
2606.5,-4679.55,TOP_LAYER,BOTTOM_LAYER,0.00119805,0.00113107,0.0682582
2606.5,-2317.35,TOP_LAYER,BOTTOM_LAYER,0.00354401,0.00349074,0.0542754
2606.5,-1529.94,TOP_LAYER,BOTTOM_LAYER,0.00386292,0.0038846,-0.0220895
2803.35,-1923.65,TOP_LAYER,BOTTOM_LAYER,0.00368632,0.0037007,-0.0146603
3000.2,-3892.15,TOP_LAYER,BOTTOM_LAYER,0.00190707,0.00194275,-0.0363495
3000.2,-2317.35,TOP_LAYER,BOTTOM_LAYER,0.00342229,0.00336085,0.0626054
